Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2831.45883638033,2935.89367312668,3065.60329524196,2383.26171780393,2451.69161616569,3878.31206735244,4055.14270347371,4649.64558875814,5023.58513403515,4973.95186999952,5478.62470398954,5826.51014109195,6013.81965002603,6136.59429329301,6496.45166971142,6800.95309395474,7160.44200982307,7412.71571571512,7882.98221584944,8183.01623600375,7135.22273255899,8527.0754858205,10104.2449349081,10630.431743829,10875.6618443092
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6639.01131864822,6847.57366127122,7157.66825484558,7097.55707820616,7374.8123177806,8215.03244576661,9130.06906145599,9951.13191591458,10345.8080982759,10381.6248126801,11245.6811892201,11694.6641852303,11776.6228103557,12413.910018356,13464.7925609074,14804.0974069659,16282.1899127514,16846.2072320323,17994.8382742736,19766.7628586981,18998.3069667315,22053.4589869955,24625.8088564037,25839.9356687607,27541.6625283384
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,1382.23421759909,1791.30359685037,2059.1585535974,2315.62215223014,2586.20914663347,2909.02606014388,3243.67010359339,3478.92488770671,4194.75750661981,4053.36331139298,4520.30959039763,5153.6916424375,5634.08393191094,6109.29031510341,6405.79979300441,5976.1596805651,5917.63771271481,6233.32244797718,6303.91886658338,6205.05765246766,5463.64515348598,6061.32350181711,6515.58528418336,6737.84748379638,6874.705739766
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5728.25249857133,5998.87508648611,6281.52215151108,6475.06597343736,6980.09126356362,7457.46553606564,7884.51693594496,8112.44824473661,8662.60736282075,8662.10672690979,8968.94040838943,9768.69201080404,10244.5177816184,11295.6127804419,11835.6091276538,10877.7507461388,10881.4890706732,11793.4797426944,12186.8846084388,12543.0148243925,11526.8013009278,13507.4445638375,15198.0725554473,15918.5162948773,15840.2668567412
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,1366.09274372613,1295.1374184163,1116.82884626213,1031.27556291284,991.255689145253,1105.53920713903,1298.97900203124,1547.74170735909,1896.21594269779,2161.63964573927,2455.08194645282,2590.64384891965,2996.0677072015,3025.52563552448,3133.39102265541,3306.98159414141,3270.6287768197,2395.10333299491,2484.70315630508,2962.98892023003,3511.11381026379,3827.35415374308,4233.30783744856,3456.78968456253,3338.47371395895
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5451.51566992118,5650.05196237607,5752.69708070468,5928.07945344715,6207.12492160943,6554.12885095179,7079.02808456919,7640.57228597204,8190.70913161,8465.02052412662,8837.76450033703,8988.10781880653,10342.4317112754,10511.3931678495,10256.4367553616,10903.3368231185,10665.6676499685,11124.7351098149,12329.2446781436,13363.732696323,15231.865417764,15579.0160861551,17526.8017030166,18524.8392997937,19094.1449444111
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,1982.87093542615,2058.04459070452,2115.41187355626,2207.83089518069,2285.68907438892,2447.39140845394,2665.61807194853,2830.65693770733,2983.24829577976,2910.18651752011,3040.07300952878,3330.60049486653,3497.91256915509,3582.26694005169,3666.01248913873,3790.34089108162,3901.34014965811,4020.12671373919,4183.54620971358,4320.11671534627,3997.19279583709,4642.60743101342,5074.60210221806,5365.44491399171,5579.65969165029
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4422.44510574248,4542.92587192498,4671.55302828125,4828.70297067138,4997.59385258021,5291.66962299243,5694.52330884091,5949.42640611971,6174.69155154574,6062.67571951558,6247.91452716829,6593.67806808022,6708.39032246284,7092.58852133297,7503.71105811981,7933.73697858999,8455.61614773975,8965.2189086345,9203.76216310773,9756.7521864595,9392.68913817943,10809.713399518,11875.9648066233,12679.5768752061,13264.027090968
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,1487.3165506701,1948.61145907844,2264.21065580365,2930.60183743733,4901.30127408119,8673.9026086535,10184.8841248541,12616.9532942011,18210.5552970599,13232.5019378102,13720.1658723222,17198.2136668275,17308.5723924575,16304.0713196418,15548.6624656619,9068.91003238645,7453.19797948517,7809.10465655488,8102.47084834031,6804.14923073888,5764.05502912947,6945.63069794539,7589.29964909381,6677.793435386,6745.40013244916
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7420.39310111594,11626.7231171673,13254.823622224,14496.1744119688,19354.2120821557,22137.0497795007,23511.39865709,26610.7691219619,30522.7787142774,29722.0005631066,26167.8268525276,27241.6000370603,30011.9274409625,27909.5175876754,27177.271665026,19478.7010123338,16649.4757672359,18434.7708571004,18413.1294204577,16451.3641478324,13677.110587517,16821.4486470413,18139.989326627,17411.500234384,17566.7600284073
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,314.357396753501,325.409161513593,304.775756465092,348.950327077742,426.840947887032,412.753079199423,447.997404727201,480.44762365456,490.066956003333,642.92572288007,539.699512069686,688.68165957684,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1557.87580231581,1683.68441866109,1701.69523684878,1620.85093040039,1620.76402912482,1674.07005453978,1682.23894199347,1727.09344172581,1546.92747535768,1576.74284599077,1599.19106106457,1742.32363018235,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,4070.60902410208,4502.66614992392,5343.18310760735,7205.40703313243,8916.0728274602,10414.6381183565,12641.4800976473,16745.4308011148,18205.9064113446,14712.4494217916,14663.7041018705,17555.5455239426,17568.2137969714,19310.3874900757,20581.7898991695,17722.1557669523,18666.3736521706,20851.5223496861,23618.1361254581,24021.2501413306,23933.9939421065,27951.1659277744,28340.3826549406,30264.0064885057,31428.3547816104
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9422.49706491914,10309.9978807426,11666.6649638489,13136.7185083193,14539.9710841117,16638.0779749397,19348.3868589782,22201.3543849265,22803.5194742273,20478.2524752833,21616.7122418461,24652.3610297918,26242.5282659014,27831.1526234213,29403.6584494815,29720.5911161676,31947.7769107437,34506.6486942506,37120.9879761677,40586.3784378888,40672.1340402132,44251.5374983455,47802.0073086125,46790.2700170266,49321.0450049538
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1629.67038842815,1429.85630359447,1315.73634647994,2015.21743065251,2525.5640452625,2871.06877437449,2964.95865200682,3109.11097608864,2946.8606613746,3189.79679956637,3922.74039390733,4225.06049411911,4224.54789174487,3949.94310039907,3771.07228381938,3419.82276559528,3238.17611961364,3853.09956569679,3972.65450620357,3913.14577547336,3466.56936278145,3984.00229174306,3894.1620089869,3755.52111232464,3909.55892378182
Eswatini,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4400.66419449933,4521.4032108244,4741.61187847577,5020.28286278551,5309.60507878112,5772.68986514959,6319.41444308281,6731.95411367419,6913.68732720184,7010.9331263514,7324.46393085837,7570.9966142438,7760.32280456285,8231.15139767951,8365.743287389,8391.07006084602,8484.12117278345,8584.31100767837,8535.25593160454,9248.32206714455,9329.30453360939,9990.43491951205,10635.3924156113,11299.8831236788,11799.2028793201
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,122.269202606069,118.457204255261,109.593813612988,116.800491132777,133.169812538096,158.243458082465,189.345737521418,237.146255996319,316.410475118075,368.574712267445,330.619412798644,343.024942351887,452.101031885754,484.039833104062,549.986577082588,597.912113218663,641.651523286233,696.348429076216,739.702022272086,793.473247210264,829.790982547947,893.00983544905,982.103161506992,1055.81091592527,1133.88279681719
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,473.903313482073,509.119301829784,509.126314077643,492.840755429983,557.825634817804,624.510692425695,692.866907656774,770.261155212815,844.988380018695,899.140901796651,995.653978578747,1098.11515728787,1178.97474553026,1252.86896408004,1484.63145566608,1632.61818006837,1857.54946515224,2004.74755633129,2095.3175782979,2242.44488310464,2406.78938478669,2588.41310215884,2844.92274535753,3060.9050300376,3287.53492158893
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,23322.7593357515,24879.7729617864,26937.6505602847,31269.6031997217,35647.5440400531,36389.081644098,41743.6812847661,48348.7393711011,51287.8911081663,47059.1947296738,47923.1515374991,51618.9907766392,50261.9616267693,55758.2083680611,60172.0632541664,52637.1903526574,56875.2803813296,59387.353086482,62526.4908515743,63068.2872688483,62243.1905561324,69415.1853254579,67058.2022648126,72465.3769660215,74119.6607553879
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,41160.1085092854,39330.596445475,39766.5911029215,42133.2151486983,46196.842824186,49780.8416032719,53198.4138538914,53684.3671653463,54318.3039321893,56416.2319500574,58933.1314753804,62223.4430514345,61650.8512256806,68426.7943218898,75265.6585388594,79694.929791758,81908.7781785018
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1995.72071163264,1944.997414609,2136.56794118683,2655.58079586044,3097.19096651759,3377.69126953493,3455.10599907349,3762.74692789299,3899.92231512129,3164.13275408169,3449.14452883369,4139.60288609702,4341.40338748749,4572.44377544245,5293.35676680464,5097.53106864695,5363.79026679243,5826.84814459328,6085.41979485376,5842.07344577597,4620.6457238014,4536.73312110335,5414.12092119088,5926.20586394763,6425.74151715712
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5520.70756345658,5699.04322766172,5913.96875085188,6033.12030343946,6463.42456974016,6651.78559177015,6921.29762810227,6989.72309220269,7153.61914510322,7067.93482064011,7339.47685170287,7671.88103769569,8204.46565475009,8842.15173943746,10516.2597115551,11519.3012187324,11765.5379892236,12585.2777215161,12984.2072700863,12978.0990352704,10716.2914367663,10322.4279638854,12982.2914519919,14644.1773754361,15450.2993265388
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,24335.9225082659,24965.202996776,26989.389260959,32920.0857192568,37768.1334202029,39049.8703780223,41214.0187765069,48473.0240091455,53769.4726240385,47478.3495310999,46506.2919016566,51060.3242589767,47551.6740841369,49691.0145200739,50073.7760815871,42560.3456767103,43451.2562442158,46085.0174739036,49654.2497035329,48358.1807773701,48828.6846862799,53099.1351400148,50440.560224974,52834.2916752703,53149.7671934051
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26777.1143421587,27801.0248281402,28596.2606345457,29046.4092304977,31199.2914503448,32047.7069315564,34447.7143026443,37844.2931586421,40081.2212482066,37968.661743232,38950.5525874191,40845.9566729849,40739.1131809421,41325.8052072321,41547.0984485393,42269.2212218196,44562.4011072067,47234.8528600939,49248.6775395866,52276.1115723992,53296.5792798852,56790.3766177692,61347.1578483192,61612.9423925582,64288.5540142016
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,22340.5939516217,22331.7948343036,24144.5727019529,29479.5222101175,33644.9282220364,34696.3718316971,36431.5658906555,41486.1907828787,45464.8181385158,41728.0884164132,40694.8211697025,43929.7840873812,40863.5814412333,42669.1795111893,43148.0459288416,36702.4323733379,37024.2157133669,38687.1626407164,41418.1766484844,40408.2848574751,39169.8606000707,43725.0999521245,40988.6396406579,44700.1384177544,46103.0840855884
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26001.8796983416,27349.7445859002,28350.0985605428,28027.6762119343,28925.1268683664,30431.2367240202,32430.4443144707,34067.4661475639,35053.2627069116,34666.9598878294,35911.5438581409,37510.3759898714,37671.0239268565,39583.3520435045,40218.1258637776,40916.10535718,42880.2351355431,44469.1458856805,46381.0590629457,51130.4723140578,49481.8044309655,52517.3354905855,56082.5908377817,58245.4991122357,61290.4238254531
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,14978.324104668,14640.9360062298,16004.0583292112,19582.8936395312,21764.2203208782,21984.1936230719,22330.8676659055,24888.1781337361,26592.0262835732,24434.2197555208,22494.806706186,22831.5185348524,20846.5457478364,21955.6329264095,22258.6321384251,19166.9594761931,19690.0775734589,20826.9312492172,21925.616043938,21582.5892046801,19966.4838503859,21426.3854449835,20053.9569369322,21832.2831795569,22439.8838746025
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,3982.906200928,3835.75718279727,3966.48001864663,4710.74862768151,5465.79193590708,6547.87613955186,6847.00985685394,8003.54289696049,9688.64519690633,7290.57526093114,8356.74662013345,10219.1139339454,9296.96587941088,9197.70106323947,9201.36276648105,7047.12654634355,6677.07003901644,6921.73373135624,7624.2775233771,7441.1786472281,6605.80346077565,8181.40914134656,8409.2074145028,7802.82433276138,8230.04311451151
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13326.1169521318,13555.6285395224,13369.1233374468,13564.1804141405,13637.6667971195,14028.356207939,13637.2590188998,14391.2465868132,13733.7012862122,13383.5662273185,14014.6905491122,14784.3483551883,14619.7181445113,14497.9921216902,14853.6712460355,14306.4340768252,13997.7352841911,14796.6286374171,15432.0430535353,15949.6373739622,14477.1308291744,18523.5798032193,19992.5570643468,20755.665381766,21510.1725307344
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,538.054072348854,459.803068381399,376.531026962584,308.719123437587,593.285346326581,616.483657865348,614.544307904464,724.726407242432,859.127671411226,774.888030908091,801.033372714536,710.608411468152,692.579361628102,653.862713272743,568.00453558864,619.536364296461,650.056501323611,642.522641296331,696.219806960615,738.186751987483,720.335143352133,781.890925169531,836.244875868476,883.024111719809,871.340291776294
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1731.3384764555,1822.9796510577,1743.69432511929,1849.78337005418,1978.63262689984,1938.02362742194,1930.81888537674,1985.040252425,2088.27166129033,2177.05344695607,2266.82898238442,2064.253852883,2064.81438121612,2006.74081646788,1933.70329718446,1990.31625750973,2012.67648180251,2038.95429850128,2277.44236224191,2421.72318070615,2530.80414937307,2777.79620978324,3067.31040374628,3289.13283057107,3475.61245701341
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,749.908534993961,801.98383707929,853.526171868939,1010.03151630868,1305.04748557208,1642.78359414797,1996.02013272284,2635.36650276116,3324.7537205015,2822.68939668797,3281.72930937343,4119.66818307193,4530.69533409431,4712.00229382665,4830.33486170249,4086.6223465965,4143.40125686315,4418.75206546679,4804.0546040444,4741.2832715876,4300.85701291207,5083.60695484577,6729.84659930283,8283.66960652261,9241.49122313713
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3161.19582490118,3440.72817931982,3718.68693255545,4239.93841372799,4634.77757594477,5271.95095261655,5980.44390488226,6951.08584266081,7278.66312193993,7119.14279081978,7711.80683889487,8563.83554915647,10059.9820603954,10797.3423273476,11770.6989360253,12269.6528932768,13065.294157468,13718.9378669764,15021.9057577433,16770.1333771469,16791.2598654465,18915.6534005263,22461.3326414547,25071.9677264107,28285.0732802982
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,23925.8559901991,23878.3641471651,25486.5942008748,30711.1022511331,34566.7359143735,35084.4363546269,36980.3349948954,42350.9217211489,46379.1647953479,42471.8868625226,42396.9665976293,47630.9761883572,44718.0159214069,47206.8353514242,48959.5991203133,41929.7549110722,42948.9381932694,45553.9341495339,48916.1686612154,47656.199739747,47394.8734504469,52349.2459994422,50506.5179638543,54776.7668235491,56103.7323182554
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27467.7824174767,28677.1908591132,29513.6823267102,30305.2575678401,31757.4177276181,32313.736788417,34748.7543257238,36915.3252832162,38443.5386278958,37554.4426993174,39730.4897885271,43398.3443992496,44229.3941921739,45889.0173022052,47938.7968210418,48558.4432970969,51569.9016841199,54110.2536648812,56273.0405627017,59270.7276496985,58685.872699771,62530.7653199239,68093.7883105553,69199.8397184363,72295.2353730129
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,253.746936203344,263.542156494853,297.46164468774,358.39927142073,406.132105329565,478.611909191028,906.441027564887,1050.12461524926,1182.65761256016,1047.70430093586,1263.89251760539,1507.43573198753,1543.77524235764,2294.79584693743,1949.90832923846,1722.77282833606,1912.47991339951,2012.28662641265,2195.32166016377,2186.65822682613,2195.45481659987,2445.18662529344,2229.89122647803,2383.90410483418,2390.77237652715
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2315.17803047482,2397.30067037823,2475.09635357919,2584.47723729151,2729.34450244911,2903.83429043881,3103.22625820374,3241.22081107324,3515.58923520243,3617.23944435035,3855.46891716757,4381.12535523694,4933.65254349093,5214.56935848794,5517.13178763566,5191.37053389659,5011.07931572904,5170.96094857439,5536.49795400218,6002.55044678386,6047.30111673554,6607.50297378321,7208.15798982723,7556.41605453234,8019.99702389611
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,11638.2010697215,12156.9572824221,13782.195640943,18020.612039764,21449.2552764245,22054.1315756886,24416.0232970275,28440.7625328955,31695.8331092209,29425.4573200263,26653.0488008626,25504.7866510124,21624.346052551,21573.3449762805,21474.7257123892,17980.7298238137,17919.2426377048,18631.9930129293,19873.4015238771,19335.3602002969,17886.733165236,20654.7001960815,20886.5243087629,23343.7103964562,24626.1481858973
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18815.8357857409,20306.0878366634,21985.2345411071,23255.5641978585,24828.8979383295,25003.8297466933,28082.1248815718,28896.921070906,30440.9709059081,29947.7868089708,27841.8591363591,25692.5740851321,24582.9741957507,25730.8809006664,26450.181326726,26614.8483754225,27504.5497984948,28681.6815585005,29792.0592519585,31927.3792151369,29533.087740299,33531.15511226,38969.0221675373,41175.0150079318,44005.1289320493
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,19009.0774407515,19265.5191468738,20657.9506323097,27466.6494525504,32030.9987915109,32489.7277309899,35457.6297578214,39780.9441368721,44366.7858688175,44918.8413832155,44277.1993400972,47186.8759969388,45936.9562817724,47535.4883792376,50485.2244135291,44536.3549705377,48181.7453541266,50765.7494665372,54545.135857765,53309.2035905065,54812.6661771023,58135.9939910203,55635.0006491223,58498.9707973609,..
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29616.1597427886,30561.7998286959,30618.0027855733,32516.0413742949,35604.3390646877,38527.0850327204,42039.7937935486,44366.4315156047,48203.123064415,48924.7640849636,50190.8817880429,50653.0585916924,52389.325351824,52893.6503558212,56555.0690671219,55815.6502883612,58908.5907729314,60010.0982907298,61806.8271308174,64264.0564607393,64999.4435683064,69302.0088788237,75720.4298219323,78840.5978395988,..
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,4839.82811114248,4819.50776653843,4984.47405931447,5427.96377252312,5480.26117644588,6338.56011405358,6344.0383771432,6864.54816771858,7448.2040563865,6932.56472176781,6909.60169568597,6947.38136096464,7092.71985352677,7424.80212287327,7986.33421210788,8694.12438005692,9221.23461079424,9751.42661155932,10083.021279225,10462.7929159533,8968.55890108484,9617.28902905373,10469.3867012856,11414.4781691181,11705.0902976658
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7305.72456197879,7282.70841986036,7620.673877466,8469.08752658602,8605.82398540487,10016.3479735194,9876.6166955998,10727.6792054748,11000.7523577301,10303.3432602774,10344.3839189192,10591.7475649916,10575.1056268616,11199.4040197944,12228.6481055395,13214.4096644941,13977.5055879135,15041.4525712067,15974.8591933124,16446.1138871871,14361.1267154452,15290.250903138,17543.9815596266,18970.740164653,20177.8094927386
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,20909.9590302806,21877.3178371553,23618.8266894573,25631.9776108052,25709.9351488422,26605.4324214756,28112.2316573422,29054.0581201519,29719.7967836082,29926.2052442913,31653.7506538168,32530.7593121483,33900.1486530583,35165.7014644795,35930.6594898711,36779.0078903909,37195.9503070464,39274.9431424899,36482.9363953675,38074.8793745801,41833.1517132825,..,..
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,1648.96578971559,1537.68663578252,1669.33517469705,1722.54701910774,1840.91184884,2046.46611650758,2225.1234753878,2458.81573919384,2763.05988172926,2611.64632773352,2805.25960237322,3168.98370607705,3286.61959336267,3444.15802275864,3689.14510410202,3893.50533299068,4060.13784737643,4324.99768915601,4352.94593289707,4511.99839552697,4477.61785000665,4912.62240414681,5358.70156997677,5758.32760847852,6150.02571438505
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4714.96666200848,4821.54598486775,4969.25744944448,5081.38005585657,5263.446549119,5486.27776986281,5833.3869180176,6238.33976946504,6434.50703746094,6376.74106297933,6510.09980949963,6784.44712953621,7258.31667467883,7699.94541247252,8236.65929901849,8934.00261178396,9201.42836046353,9560.17783462724,9946.80252245268,10755.8801029589,10947.3711292197,11825.141273764,13014.0153809826,13745.3631241794,14368.6605681815
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,518.157066924026,483.085120214741,495.916073559269,566.48540588068,584.897740538081,463.17768685098,446.980554135013,650.148575304743,703.532825784369,662.185914665575,659.235326211315,636.694958747648,699.353377212197,748.455020824734,765.146999389279,747.356966759448,711.996509782316,833.598621691121,933.273615633705,1031.34146480732,1053.66097696415,1244.96550477914,1416.59612011764,1555.49375806861,1694.95375862193
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1195.80611453345,1250.97059720231,1315.36669371684,1327.96776541054,1366.03160239235,1422.35088198922,1452.96083164187,1557.58584868863,1613.69884518936,1566.70089247765,1621.69161141242,1705.27110438049,1789.97473033561,1842.00227737409,1873.21413058957,1929.68091332187,2255.32617992615,2687.09504827171,2844.46427670549,3105.82789015443,3331.85663003801,3738.8051255133,4062.36136437922,4333.74617312626,4565.3007888456
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,316.945495037639,327.138431972397,362.034574570354,419.78486611807,431.376557669634,463.073962650452,448.513075469701,519.069789794741,640.210331101753,583.190020139094,600.194298540768,719.539573498937,635.461653303881,654.304534409417,652.022501029449,645.066837207039,679.665386626818,783.123186602022,808.531613218504,811.216425885129,846.915855715971,926.780921081233,883.199131457831,988.087886357022,1007.74151728028
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1013.97349183331,1063.57228308529,1095.22305833488,1088.74265675319,1105.34322841441,1186.62631354737,1225.91824576792,1259.6056068922,1308.53556699717,1314.97078661955,1369.68917066121,1471.76279879072,1401.84994044148,1415.82511935379,1455.90813665193,1729.94260310123,1824.3730977071,2081.81287227685,2057.96969129146,2247.31303739185,2339.79326967821,2522.76764302521,2788.83773937954,2989.67235980477,3119.37157047437
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,931.796651718955,931.574723847673,950.866932470993,973.742598054188,1033.31030902188,1084.06541388904,3135.60553528326,3608.28685240188,4008.9628671603,4209.13230624565,4581.76179693492,4947.22170589917,5444.39751913913,5556.91231156932,5472.68820452237,5640.41560569466,5870.87823759835,6178.6650437298,6048.38697180418,6405.82443444562,6775.70939096303,9860.87014834386,17913.4928066879,20473.7002190617,29675.2443873316
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5859.91791902933,6131.2968302103,6303.90372199923,6392.33315799222,6672.82299438544,6761.1179841322,7345.94028212224,8110.02999896567,8436.51438442543,8824.48960162477,9336.59830212594,10066.0729753598,10626.8256674463,11199.8874744089,11145.0291198724,11408.473901349,11516.3798289577,12243.2225968541,12442.5087185876,13240.9713761155,16819.4228714695,22865.9270968882,39710.9695607531,54729.0365156366,80155.03939277
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,820.600046761464,748.821159844528,720.969568042522,578.995291079709,683.185298155273,775.845704056916,828.805700289589,984.566983448521,1094.66058421644,1196.8528706018,1209.72733503094,1312.03953552013,1361.39396587374,1457.83221179626,1460.18898613914,1411.12684746796,1318.40268167953,1395.23945184461,1496.38048970156,1352.17204191532,1290.32538667383,1841.33189337222,1760.62635668777,1705.75808460999,2142.62330526788
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2228.50133637731,2229.84396723075,2247.97896614654,2330.91873933383,2322.19786798691,2427.44808551393,2503.65932681978,2647.4953861343,2724.45922826633,2855.15971385494,2694.91104137315,2858.19645979435,2830.19080559709,3042.4970687871,3075.73843837062,3025.83461728258,3253.47178641614,3339.38884653446,3196.97386370614,3236.97492504607,3103.18066312462,3145.00681057269,3275.40718126345,3291.73817887066,3193.67136419915
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,1092.56400746252,1132.1648753329,1132.49965345317,1156.08162681357,1215.13995412761,1304.70039153826,1425.84780051892,1577.73789197407,1732.49062702803,1781.15703614674,1893.32722662035,2073.66121088074,2126.03474686503,2081.12843527945,2179.88171977271,2271.20265980349,2307.34468351082,2413.0076562942,2464.64241531918,2502.32744328073,2307.61494319511,2735.14751503977,3003.28996826399,3227.45762509776,3426.43483328923
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2587.42253930427,2645.25477555617,2714.5663201945,2820.71404423524,3001.29671320439,3203.95918990724,3437.62296344903,3664.0882849454,3806.34706373843,3655.79701383106,3757.5464206245,3900.71136173338,4016.34609101801,4137.3268237781,4460.05742833175,4845.59566521125,5186.15897417161,5620.65455247733,5633.3832384519,5784.93081057111,5384.69831983038,6202.98078812037,6805.49358294554,7178.33906781522,7486.01869616445
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,25756.7728723704,25230.3780910304,24665.8362318216,23977.1734120477,24928.1003722551,26649.637724155,28224.0951563146,30593.9511738646,31515.5292103443,30697.5383861641,32550.136489179,35142.4879344543,36730.796195815,38403.7777145477,40315.3739510191,42432.1619740441,43734.1980702999,46160.429791493,48537.5668888343,48359.0011950597,46109.2299946609,49770.5642374739,48825.8441873536,50562.3633144379,54074.6928519479
